,BIO_word,BIO_tag,sentence_id,BIO_type
6364,of,I-god-of-war,589,I-game
6365,war,I-god-of-war,589,I-game
6368,frozen,B-disney,590,B-game
6376,batman,B-batman,591,B-game
6382,call,B-call-of-duty,592,B-game
6383,of,I-call-of-duty,592,I-game
6384,duty,I-call-of-duty,592,I-game
6398,call,B-call-of-duty,593,B-game
6399,of,I-call-of-duty,593,I-game
6400,duty,I-call-of-duty,593,I-game
6401,:,I-call-of-duty,593,I-game
6402,modern,I-call-of-duty,593,I-game
6403,warfare,I-call-of-duty,593,I-game
6404,2,I-call-of-duty,593,I-game
6411,god,B-god-of-war,594,B-game
6412,of,I-god-of-war,594,I-game
6413,war,I-god-of-war,594,I-game
6424,mlb,B-mlb,595,B-game
6425,the,I-mlb,595,I-game
6426,show,I-mlb,595,I-game
6427,22,I-mlb,595,I-game
6435,sonic,B-sonic-the-hedgehog,596,B-game
6436,frontiers,I-sonic-the-hedgehog,596,I-game
6453,gungrave,B-gungrave,597,B-game
6458,god,B-god-of-war,598,B-game
6459,of,I-god-of-war,598,I-game
6460,war,I-god-of-war,598,I-game
6468,cyberpunk,B-cyberpunk,599,B-game
6469,2077,I-cyberpunk,599,I-game
6489,game,B-game-of-thrones,600,B-game
6490,of,I-game-of-thrones,600,I-game
6491,thrones,I-game-of-thrones,600,I-game
6495,batman,B-batman,601,B-game
6496,god,B-god-of-war,602,B-game
6497,of,I-god-of-war,602,I-game
6498,war,I-god-of-war,602,I-game
6506,splatoon,B-splatoon,603,B-game
6507,3,I-splatoon,603,I-game
6525,call,B-call-of-duty,604,B-game
6526,of,I-call-of-duty,604,I-game
6527,duty,I-call-of-duty,604,I-game
6541,monster,B-monster-hunter,605,B-game
6542,hunter,I-monster-hunter,605,I-game
6543,stories,I-monster-hunter,605,I-game
6550,sonic,B-sonic-the-hedgehog,606,B-game
6551,frontiers,I-sonic-the-hedgehog,606,I-game
6553,monster,B-monster-hunter,606,B-game
6554,hunter,I-monster-hunter,606,I-game
6559,god,B-god-of-war,607,B-game
6560,of,I-god-of-war,607,I-game
6561,war,I-god-of-war,607,I-game
6574,spongebob,B-spongebob-squarepants,608,B-game
6575,squarepants,I-spongebob-squarepants,608,I-game
6576,:,I-spongebob-squarepants,608,I-game
6577,the,I-spongebob-squarepants,608,I-game
6578,cosmic,I-spongebob-squarepants,608,I-game
6579,shake,I-spongebob-squarepants,608,I-game
6590,god,B-god-of-war,609,B-game
6591,of,I-god-of-war,609,I-game
6592,war,I-god-of-war,609,I-game
6601,teenage,B-teenage-mutant-ninja-turtles,610,B-game
6602,mutant,I-teenage-mutant-ninja-turtles,610,I-game
6603,ninja,I-teenage-mutant-ninja-turtles,610,I-game
6604,turtles,I-teenage-mutant-ninja-turtles,610,I-game
6605,:,I-teenage-mutant-ninja-turtles,610,I-game
6606,the,I-teenage-mutant-ninja-turtles,610,I-game
6607,cowabunga,I-teenage-mutant-ninja-turtles,610,I-game
6608,collection,I-teenage-mutant-ninja-turtles,610,I-game
6613,monster,B-monster-hunter,611,B-game
6614,hunter,I-monster-hunter,611,I-game
6615,rise,I-monster-hunter,611,I-game
6635,god,B-god-of-war,612,B-game
6636,of,I-god-of-war,612,I-game
6637,war,I-god-of-war,612,I-game
6650,up,B-disney,613,B-game
6651,streets,B-streets-of-rage,613,B-game
6652,of,I-streets-of-rage,613,I-game
6653,rage,I-streets-of-rage,613,I-game
6661,call,B-call-of-duty,614,B-game
6662,of,I-call-of-duty,614,I-game
6663,duty,I-call-of-duty,614,I-game
6674,marvel,B-spider-man,615,B-game
6675,'s,I-spider-man,615,I-game
6676,spider-man,B-spider-man,615,B-game
6677,:,I-spider-man,615,I-game
6678,miles,I-spider-man,615,I-game
6679,morales,I-spider-man,615,I-game
6685,fallout,B-fallout,616,B-game
6706,dead,B-dead-space,617,B-game
6707,space,I-dead-space,617,I-game
6711,conan,B-conan,618,B-game
6718,street,B-street-fighter,619,B-game
6719,fighter,I-street-fighter,619,I-game
6733,up,B-disney,619,B-game
6737,final,B-final-fantasy,620,B-game
6738,fantasy,I-final-fantasy,620,I-game
6757,final,B-final-fantasy,621,B-game
6758,fantasy,I-final-fantasy,621,I-game
6766,call,B-call-of-duty,622,B-game
6767,of,I-call-of-duty,622,I-game
6768,duty,I-call-of-duty,622,I-game
6769,:,I-call-of-duty,622,I-game
6770,modern,I-call-of-duty,622,I-game
6771,warfare,I-call-of-duty,622,I-game
6772,2,I-call-of-duty,622,I-game
6781,apex,B-titanfall,623,B-game
6782,legends,I-titanfall,623,I-game
6806,up,B-disney,624,B-game
6809,call,B-call-of-duty,625,B-game
6810,of,I-call-of-duty,625,I-game
6811,duty,I-call-of-duty,625,I-game
6824,fallout,B-fallout,626,B-game
6846,the,B-the-last-of-us,627,B-game
6847,last,I-the-last-of-us,627,I-game
6848,of,I-the-last-of-us,627,I-game
6849,us,I-the-last-of-us,627,I-game
6856,war,B-final-fantasy,628,B-game
6857,of,I-final-fantasy,628,I-game
6858,the,I-final-fantasy,628,I-game
6859,visions,I-final-fantasy,628,I-game
6860,:,I-final-fantasy,628,I-game
6861,final,B-final-fantasy,628,B-game
6862,fantasy,I-final-fantasy,628,I-game
6863,brave,B-disney,628,B-game
6864,exvius,I-final-fantasy,628,I-game
6876,uncharted,B-uncharted,629,B-game
6877,:,I-uncharted,629,I-game
6878,legacy,I-uncharted,629,I-game
6879,of,I-uncharted,629,I-game
6880,thieves,I-uncharted,629,I-game
6881,collection,I-uncharted,629,I-game
6899,destiny,B-destiny,630,B-game
6900,2,I-destiny,630,I-game
6908,call,B-call-of-duty,631,B-game
6909,of,I-call-of-duty,631,I-game
6910,duty,I-call-of-duty,631,I-game
6922,nhl,B-nhl,632,B-game
6923,23,I-nhl,632,I-game
6938,nba,B-nba,633,B-game
6939,2k23,I-nba,633,I-game
6945,destiny,B-destiny,634,B-game
6946,2,I-destiny,634,I-game
6958,star,B-star-wars,635,B-game
6959,wars,I-star-wars,635,I-game
6975,god,B-god-of-war,636,B-game
6976,of,I-god-of-war,636,I-game
6977,war,I-god-of-war,636,I-game
6984,assassin,B-assassins-creed,637,B-game
6985,'s,I-assassins-creed,637,I-game
6986,creed,I-assassins-creed,637,I-game
6987,valhalla,I-assassins-creed,637,I-game
6995,pokemon,B-pokemon,638,B-game
6996,scarlet,I-pokemon,638,I-game
7014,assassin,B-assassins-creed,639,B-game
7015,'s,I-assassins-creed,639,I-game
7016,creed,I-assassins-creed,639,I-game
7017,valhalla,I-assassins-creed,639,I-game
7026,call,B-call-of-duty,640,B-game
7027,of,I-call-of-duty,640,I-game
7028,duty,I-call-of-duty,640,I-game
7041,golf,B-mario,641,B-game
7057,cars,B-disney,642,B-game
7060,call,B-call-of-duty,643,B-game
7061,of,I-call-of-duty,643,I-game
7062,duty,I-call-of-duty,643,I-game
7063,:,I-call-of-duty,643,I-game
7064,modern,I-call-of-duty,643,I-game
7065,warfare,I-call-of-duty,643,I-game
7066,2,I-call-of-duty,643,I-game
7072,up,B-disney,644,B-game
7087,god,B-god-of-war,645,B-game
7088,of,I-god-of-war,645,I-game
7089,war,I-god-of-war,645,I-game
7097,castlevania,B-castlevania,645,B-game
7102,the,B-the-witcher,646,B-game
7103,witcher,I-the-witcher,646,I-game
7104,3,I-the-witcher,646,I-game
7105,:,I-the-witcher,646,I-game
7106,wild,I-the-witcher,646,I-game
7107,hunt,I-the-witcher,646,I-game
7119,god,B-god-of-war,647,B-game
7120,of,I-god-of-war,647,I-game
7121,war,I-god-of-war,647,I-game
7130,marvel,B-marvel,648,B-game
7131,snap,I-marvel,648,I-game
7141,god,B-god-of-war,649,B-game
7142,of,I-god-of-war,649,I-game
7143,war,I-god-of-war,649,I-game
7158,god,B-god-of-war,650,B-game
7159,of,I-god-of-war,650,I-game
7160,war,I-god-of-war,650,I-game
7175,pokemon,B-pokemon,651,B-game
7176,scarlet,I-pokemon,651,I-game
7185,pokemon,B-pokemon,652,B-game
7186,scarlet,I-pokemon,652,I-game
7199,god,B-god-of-war,653,B-game
7200,of,I-god-of-war,653,I-game
7201,war,I-god-of-war,653,I-game
7210,pokemon,B-pokemon,654,B-game
7211,scarlet,I-pokemon,654,I-game
7219,digimon,B-digimon,655,B-game
7235,star,B-star-ocean,656,B-game
7236,ocean,I-star-ocean,656,I-game
7243,gotham,B-batman,657,B-game
7244,knights,I-batman,657,I-game
7257,sackboy,B-littlebigplanet,658,B-game
7258,:,I-littlebigplanet,658,I-game
7259,a,I-littlebigplanet,658,I-game
7260,big,I-littlebigplanet,658,I-game
7261,adventure,I-littlebigplanet,658,I-game
7268,ratchet,B-ratchet-and-clank,659,B-game
7269,&,I-ratchet-and-clank,659,I-game
7270,clank,I-ratchet-and-clank,659,I-game
7271,:,I-ratchet-and-clank,659,I-game
7272,rift,I-ratchet-and-clank,659,I-game
7273,apart,I-ratchet-and-clank,659,I-game
7281,marvel,B-marvel,660,B-game
7282,snap,I-marvel,660,I-game
7289,marvel,B-marvel,661,B-game
7290,snap,I-marvel,661,I-game
7297,horizon,B-horizon,662,B-game
7298,forbidden,I-horizon,662,I-game
7299,west,I-horizon,662,I-game
7307,starship,B-starship-troopers,663,B-game
7308,troopers,I-starship-troopers,663,I-game
7322,lost,B-lost,664,B-game
7324,hogwarts,B-harry-potter,665,B-game
7325,legacy,I-harry-potter,665,I-game
7326,metal,B-metal-slug,666,B-game
7327,slug,I-metal-slug,666,I-game
7328,tactics,I-metal-slug,666,I-game
7329,warhammer,B-warhammer,667,B-game
7330,"40,000",I-warhammer,667,I-game
7331,:,I-warhammer,667,I-game
7332,darktide,I-warhammer,667,I-game
7333,the,B-the-lord-of-the-rings,668,B-game
7334,lord,I-the-lord-of-the-rings,668,I-game
7335,of,I-the-lord-of-the-rings,668,I-game
7336,the,I-the-lord-of-the-rings,668,I-game
7337,rings,I-the-lord-of-the-rings,668,I-game
7338,:,I-the-lord-of-the-rings,668,I-game
7339,gollum,I-the-lord-of-the-rings,668,I-game
7340,avatar,B-james-cameron-s-avatar,669,B-game
7341,:,I-james-cameron-s-avatar,669,I-game
7342,frontiers,I-james-cameron-s-avatar,669,I-game
7343,of,I-james-cameron-s-avatar,669,I-game
7344,pandora,I-james-cameron-s-avatar,669,I-game
7345,star,B-star-wars,670,B-game
7346,wars,I-star-wars,670,I-game
7347,:,I-star-wars,670,I-game
7348,hunters,I-star-wars,670,I-game
7349,the,B-the-witcher,671,B-game
7350,witcher,I-the-witcher,671,I-game
7355,the,B-the-legend-of-zelda,672,B-game
7356,legend,I-the-legend-of-zelda,672,I-game
7357,of,I-the-legend-of-zelda,672,I-game
7358,zelda,B-the-legend-of-zelda,672,B-game
7359,:,I-the-legend-of-zelda,672,I-game
7360,tears,I-the-legend-of-zelda,672,I-game
7361,of,I-the-legend-of-zelda,672,I-game
7362,the,I-the-legend-of-zelda,672,I-game
7363,kingdom,I-the-legend-of-zelda,672,I-game
7369,justice,B-dc-comics,673,B-game
7370,league,I-dc-comics,673,I-game
7371,ea,B-nfl,674,B-game
7372,sports,I-nfl,674,I-game
7375,starship,B-starship-troopers,675,B-game
7376,troopers,I-starship-troopers,675,I-game
7380,advance,B-wars,676,B-game
7381,wars,I-wars,676,I-game
7388,convergence,B-league-of-legends,677,B-game
7389,:,I-league-of-legends,677,I-game
7390,a,I-league-of-legends,677,I-game
7391,league,I-league-of-legends,677,I-game
7392,of,I-league-of-legends,677,I-game
7393,legends,I-league-of-legends,677,I-game
7394,story,I-league-of-legends,677,I-game
7400,league,B-league-of-legends,678,B-game
7401,of,I-league-of-legends,678,I-game
7402,legends,I-league-of-legends,678,I-game
7404,gran,B-gran-turismo,679,B-game
7405,turismo,I-gran-turismo,679,I-game
7414,apex,B-titanfall,680,B-game
7415,legends,I-titanfall,680,I-game
7416,mobile,I-titanfall,680,I-game
7425,street,B-street-fighter,681,B-game
7426,fighter,I-street-fighter,681,I-game
7436,the,B-the-witcher,682,B-game
7437,witcher,I-the-witcher,682,I-game
7451,god,B-god-of-war,683,B-game
7452,of,I-god-of-war,683,I-game
7453,war,I-god-of-war,683,I-game
7468,god,B-god-of-war,684,B-game
7469,of,I-god-of-war,684,I-game
7470,war,I-god-of-war,684,I-game
7477,metroid,B-metroid,685,B-game
7478,dread,I-metroid,685,I-game
7483,splatoon,B-splatoon,686,B-game
7484,3,I-splatoon,686,I-game
7497,kirby,B-kirby,687,B-game
7498,and,I-kirby,687,I-game
7499,the,I-kirby,687,I-game
7500,forgotten,I-kirby,687,I-game
7501,land,I-kirby,687,I-game
7507,apex,B-titanfall,688,B-game
7508,legends,I-titanfall,688,I-game
7509,mobile,I-titanfall,688,I-game
7517,marvel,B-spider-man,689,B-game
7518,'s,I-spider-man,689,I-game
7519,spider-man,B-spider-man,689,B-game
7520,:,I-spider-man,689,I-game
7521,miles,I-spider-man,689,I-game
7522,morales,I-spider-man,689,I-game
7525,cyberpunk,B-cyberpunk,690,B-game
7526,2077,I-cyberpunk,690,I-game
7539,apex,B-titanfall,691,B-game
7540,legends,I-titanfall,691,I-game
7541,mobile,I-titanfall,691,I-game
7550,apex,B-titanfall,692,B-game
7551,legends,I-titanfall,692,I-game
7552,mobile,I-titanfall,692,I-game
7563,gotham,B-batman,693,B-game
7564,knights,I-batman,693,I-game
7576,lost,B-lost,694,B-game
7590,fortnite,B-fortnite,695,B-game
7616,fortnite,B-fortnite,696,B-game
7621,fortnite,B-fortnite,697,B-game
7633,fortnite,B-fortnite,698,B-game
7643,fortnite,B-fortnite,699,B-game
7653,fortnite,B-fortnite,700,B-game
7664,fortnite,B-fortnite,701,B-game
7675,apex,B-titanfall,702,B-game
7676,legends,I-titanfall,702,I-game
7683,indiana,B-indiana-jones,703,B-game
7684,jones,I-indiana-jones,703,I-game
7696,sonic,B-sonic-the-hedgehog,704,B-game
7697,frontiers,I-sonic-the-hedgehog,704,I-game
7712,assassin,B-assassins-creed,705,B-game
7713,'s,I-assassins-creed,705,I-game
7714,creed,I-assassins-creed,705,I-game
7715,valhalla,I-assassins-creed,705,I-game
7725,assassin,B-assassins-creed,705,B-game
7726,'s,I-assassins-creed,705,I-game
7727,creed,I-assassins-creed,705,I-game
7730,cyberpunk,B-cyberpunk,706,B-game
7731,2077,I-cyberpunk,706,I-game
7739,diablo,B-diablo,707,B-game
7740,immortal,I-diablo,707,I-game
7753,monster,B-monster-hunter,708,B-game
7754,hunter,I-monster-hunter,708,I-game
7755,rise,I-monster-hunter,708,I-game
7773,final,B-final-fantasy,709,B-game
7774,fantasy,I-final-fantasy,709,I-game
7775,xvi,I-final-fantasy,709,I-game
7790,apex,B-titanfall,710,B-game
7791,legends,I-titanfall,710,I-game
7796,marvel,B-marvel,711,B-game
7797,snap,I-marvel,711,I-game
7807,lego,B-lego,712,B-game
7808,star,I-lego,712,I-game
7809,wars,I-lego,712,I-game
7810,:,I-lego,712,I-game
7811,the,I-lego,712,I-game
7812,skywalker,I-lego,712,I-game
7813,saga,I-lego,712,I-game
7822,street,B-street-fighter,713,B-game
7823,fighter,I-street-fighter,713,I-game
7833,apex,B-titanfall,714,B-game
7834,legends,I-titanfall,714,I-game
7835,mobile,I-titanfall,714,I-game
7847,call,B-call-of-duty,715,B-game
7848,of,I-call-of-duty,715,I-game
7849,duty,I-call-of-duty,715,I-game
7850,:,I-call-of-duty,715,I-game
7851,warzone,I-call-of-duty,715,I-game
7856,metal,B-metal-gear,715,B-game
7857,gear,I-metal-gear,715,I-game
7858,solid,I-metal-gear,715,I-game
7870,god,B-god-of-war,716,B-game
7871,of,I-god-of-war,716,I-game
7872,war,I-god-of-war,716,I-game
7880,apex,B-titanfall,717,B-game
7881,legends,I-titanfall,717,I-game
7882,mobile,I-titanfall,717,I-game
7902,the,B-the-witcher,718,B-game
7903,witcher,I-the-witcher,718,I-game
7911,monster,B-monster-hunter,719,B-game
7912,hunter,I-monster-hunter,719,I-game
7913,rise,I-monster-hunter,719,I-game
7926,assassin,B-assassins-creed,720,B-game
7927,'s,I-assassins-creed,720,I-game
7928,creed,I-assassins-creed,720,I-game
7935,the,B-the-witcher,721,B-game
7936,witcher,I-the-witcher,721,I-game
7951,cyberpunk,B-cyberpunk,722,B-game
7952,2077,I-cyberpunk,722,I-game
7963,gran,B-gran-turismo,723,B-game
7964,turismo,I-gran-turismo,723,I-game
7965,7,I-gran-turismo,723,I-game
7976,fortnite,B-fortnite,724,B-game
7991,star,B-star-wars,725,B-game
7992,wars,I-star-wars,725,I-game
8003,star,B-star-wars,726,B-game
8004,wars,I-star-wars,726,I-game
8026,god,B-god-of-war,727,B-game
8027,of,I-god-of-war,727,I-game
8028,war,I-god-of-war,727,I-game
8029,the,B-the-witcher,728,B-game
8030,witcher,I-the-witcher,728,I-game
8039,cyberpunk,B-cyberpunk,729,B-game
8040,2077,I-cyberpunk,729,I-game
8047,destiny,B-destiny,730,B-game
8048,2,I-destiny,730,I-game
8061,god,B-god-of-war,731,B-game
8062,of,I-god-of-war,731,I-game
8063,war,I-god-of-war,731,I-game
8066,call,B-call-of-duty,732,B-game
8067,of,I-call-of-duty,732,I-game
8068,duty,I-call-of-duty,732,I-game
8071,horizon,B-horizon,733,B-game
8072,forbidden,I-horizon,733,I-game
8073,west,I-horizon,733,I-game
8075,destiny,B-destiny,734,B-game
8076,2,I-destiny,734,I-game
8089,disney,B-disney,735,B-game
8090,dreamlight,I-disney,735,I-game
8091,valley,I-disney,735,I-game
8107,the,B-terminator,736,B-game
8108,terminator,I-terminator,736,I-game
8113,fortnite,B-fortnite,736,B-game
8117,horizon,B-horizon,737,B-game
8118,zero,I-horizon,737,I-game
8119,dawn,I-horizon,737,I-game
8129,diablo,B-diablo,738,B-game
8130,4,I-diablo,738,I-game
8136,destiny,B-destiny,739,B-game
8137,2,I-destiny,739,I-game
8154,call,B-call-of-duty,740,B-game
8155,of,I-call-of-duty,740,I-game
8156,duty,I-call-of-duty,740,I-game
8166,metroid,B-metroid,741,B-game
8167,prime,I-metroid,741,I-game
8177,marvel,B-marvel,742,B-game
8178,snap,I-marvel,742,I-game
8187,apex,B-titanfall,743,B-game
8188,legends,I-titanfall,743,I-game
8202,street,B-street-fighter,744,B-game
8203,fighter,I-street-fighter,744,I-game
8222,god,B-god-of-war,745,B-game
8223,of,I-god-of-war,745,I-game
8224,war,I-god-of-war,745,I-game
8226,diablo,B-diablo,746,B-game
8227,4,I-diablo,746,I-game
8239,horizon,B-horizon,747,B-game
8240,forbidden,I-horizon,747,I-game
8241,west,I-horizon,747,I-game
8256,cyberpunk,B-cyberpunk,748,B-game
8257,2077,I-cyberpunk,748,I-game
8265,transformers,B-transformers,749,B-game
8271,diablo,B-diablo,750,B-game
8272,4,I-diablo,750,I-game
8283,star,B-star-wars,751,B-game
8284,wars,I-star-wars,751,I-game
8297,destiny,B-destiny,752,B-game
8298,2,I-destiny,752,I-game
8299,:,I-destiny,752,I-game
8300,lightfall,I-destiny,752,I-game
8312,final,B-final-fantasy,753,B-game
8313,fantasy,I-final-fantasy,753,I-game
8328,ghostbusters,B-ghostbusters,754,B-game
8329,:,I-ghostbusters,754,I-game
8330,rise,I-ghostbusters,754,I-game
8331,of,I-ghostbusters,754,I-game
8332,the,I-ghostbusters,754,I-game
8333,ghost,I-ghostbusters,754,I-game
8334,lord,I-ghostbusters,754,I-game
8345,street,B-street-fighter,755,B-game
8346,fighter,I-street-fighter,755,I-game
8359,star,B-star-wars,756,B-game
8360,wars,I-star-wars,756,I-game
8392,up,B-disney,757,B-game
8395,splatoon,B-splatoon,758,B-game
8396,3,I-splatoon,758,I-game
8414,call,B-call-of-duty,759,B-game
8415,of,I-call-of-duty,759,I-game
8416,duty,I-call-of-duty,759,I-game
8418,god,B-god-of-war,759,B-game
8419,of,I-god-of-war,759,I-game
8420,war,I-god-of-war,759,I-game
8421,diablo,B-diablo,760,B-game
8422,immortal,I-diablo,760,I-game
8433,fortnite,B-fortnite,761,B-game
8435,dead,B-dead-space,761,B-game
8436,space,I-dead-space,761,I-game
8442,final,B-final-fantasy,762,B-game
8443,fantasy,I-final-fantasy,762,I-game
8454,sonic,B-sonic-the-hedgehog,763,B-game
8455,frontiers,I-sonic-the-hedgehog,763,I-game
8461,ratchet,B-ratchet-and-clank,764,B-game
8462,&,I-ratchet-and-clank,764,I-game
8463,clank,I-ratchet-and-clank,764,I-game
8464,:,I-ratchet-and-clank,764,I-game
8465,rift,I-ratchet-and-clank,764,I-game
8466,apart,I-ratchet-and-clank,764,I-game
8472,hogwarts,B-harry-potter,765,B-game
8473,legacy,I-harry-potter,765,I-game
8487,gran,B-gran-turismo,766,B-game
8488,turismo,I-gran-turismo,766,I-game
8489,7,I-gran-turismo,766,I-game
8499,fortnite,B-fortnite,767,B-game
8515,sonic,B-sonic-the-hedgehog,768,B-game
8516,frontiers,I-sonic-the-hedgehog,768,I-game
8526,star,B-star-wars,769,B-game
8527,wars,I-star-wars,769,I-game
8546,tmnt,B-teenage-mutant-ninja-turtles,770,B-game
8554,lost,B-lost,771,B-game
8568,diablo,B-diablo,772,B-game
8569,2,I-diablo,772,I-game
8570,:,I-diablo,772,I-game
8571,resurrected,I-diablo,772,I-game
8586,deadpool,B-deadpool,773,B-game
8599,dead,B-dead-space,774,B-game
8600,space,I-dead-space,774,I-game
8611,the,B-the-witcher,775,B-game
8612,witcher,I-the-witcher,775,I-game
8628,the,B-the-witcher,776,B-game
8629,witcher,I-the-witcher,776,I-game
8643,iron,B-iron-man,777,B-game
8644,man,I-iron-man,777,I-game
8651,final,B-final-fantasy,778,B-game
8652,fantasy,I-final-fantasy,778,I-game
8662,the,B-the-witcher,779,B-game
8663,witcher,I-the-witcher,779,I-game
8684,the,B-the-witcher,780,B-game
8685,witcher,I-the-witcher,780,I-game
8687,silent,B-silent-hill,781,B-game
8688,hill,I-silent-hill,781,I-game
8701,silent,B-silent-hill,782,B-game
8702,hill,I-silent-hill,782,I-game
8706,silent,B-silent-hill,783,B-game
8707,hill,I-silent-hill,783,I-game
8711,silent,B-silent-hill,784,B-game
8712,hill,I-silent-hill,784,I-game
8719,silent,B-silent-hill,785,B-game
8720,hill,I-silent-hill,785,I-game
8725,silent,B-silent-hill,786,B-game
8726,hill,I-silent-hill,786,I-game
8728,harvest,B-harvest-moon,787,B-game
8729,moon,I-harvest-moon,787,I-game
8738,god,B-god-of-war,788,B-game
8739,of,I-god-of-war,788,I-game
8740,war,I-god-of-war,788,I-game
8746,mega,B-mega-man,789,B-game
8747,man,I-mega-man,789,I-game
8748,battle,I-mega-man,789,I-game
8749,network,I-mega-man,789,I-game
8750,legacy,I-mega-man,789,I-game
8751,collection,I-mega-man,789,I-game
8755,lost,B-lost,790,B-game
8766,god,B-god-of-war,791,B-game
8767,of,I-god-of-war,791,I-game
8768,war,I-god-of-war,791,I-game
8770,horizon,B-horizon,792,B-game
8771,forbidden,I-horizon,792,I-game
8772,west,I-horizon,792,I-game
8773,sonic,B-sonic-the-hedgehog,793,B-game
8774,frontiers,I-sonic-the-hedgehog,793,I-game
8775,gotham,B-batman,794,B-game
8776,knights,I-batman,794,I-game
8777,pokemon,B-pokemon,795,B-game
8778,scarlet,I-pokemon,795,I-game
8781,teenage,B-teenage-mutant-ninja-turtles,796,B-game
8782,mutant,I-teenage-mutant-ninja-turtles,796,I-game
8783,ninja,I-teenage-mutant-ninja-turtles,796,I-game
8784,turtles,I-teenage-mutant-ninja-turtles,796,I-game
8785,:,I-teenage-mutant-ninja-turtles,796,I-game
8786,shredder,I-teenage-mutant-ninja-turtles,796,I-game
8787,'s,I-teenage-mutant-ninja-turtles,796,I-game
8788,revenge,I-teenage-mutant-ninja-turtles,796,I-game
8789,apex,B-titanfall,797,B-game
8790,legends,I-titanfall,797,I-game
8805,superman,B-dc-comics,798,B-game
8811,gotham,B-batman,798,B-game
8812,knights,I-batman,798,I-game
8813,resident,B-resident-evil,799,B-game
8814,evil,I-resident-evil,799,I-game
8815,village,I-resident-evil,799,I-game
8828,hogwarts,B-harry-potter,800,B-game
8829,legacy,I-harry-potter,800,I-game
8838,apex,B-titanfall,801,B-game
8839,legends,I-titanfall,801,I-game
8848,the,B-the-witcher,802,B-game
8849,witcher,I-the-witcher,802,I-game
8850,3,I-the-witcher,802,I-game
8851,:,I-the-witcher,802,I-game
8852,wild,I-the-witcher,802,I-game
8853,hunt,I-the-witcher,802,I-game
8863,the,B-the-witcher,803,B-game
8864,witcher,I-the-witcher,803,I-game
8866,diablo,B-diablo,804,B-game
8867,4,I-diablo,804,I-game
8879,the,B-the-witcher,805,B-game
8880,witcher,I-the-witcher,805,I-game
8893,the,B-the-witcher,806,B-game
8894,witcher,I-the-witcher,806,I-game
8905,dead,B-dead-space,807,B-game
8906,space,I-dead-space,807,I-game
8915,marvel,B-marvel,808,B-game
8916,snap,I-marvel,808,I-game
8924,marvel,B-marvel,809,B-game
8925,snap,I-marvel,809,I-game
8932,marvel,B-marvel,810,B-game
8933,snap,I-marvel,810,I-game
8954,street,B-street-fighter,811,B-game
8955,fighter,I-street-fighter,811,I-game
8964,hogwarts,B-harry-potter,812,B-game
8965,legacy,I-harry-potter,812,I-game
8975,assassin,B-assassins-creed,813,B-game
8976,'s,I-assassins-creed,813,I-game
8977,creed,I-assassins-creed,813,I-game
8978,infinity,I-assassins-creed,813,I-game
8988,pikmin,B-pikmin,814,B-game
8989,4,I-pikmin,814,I-game
9000,minecraft,B-minecraft,815,B-game
9008,minecraft,B-minecraft,816,B-game
9015,cyberpunk,B-cyberpunk,817,B-game
9016,2077,I-cyberpunk,817,I-game
9030,silent,B-silent-hill,818,B-game
9031,hill,I-silent-hill,818,I-game
9044,silent,B-silent-hill,819,B-game
9045,hill,I-silent-hill,819,I-game
9051,silent,B-silent-hill,820,B-game
9052,hill,I-silent-hill,820,I-game
9058,silent,B-silent-hill,821,B-game
9059,hill,I-silent-hill,821,I-game
9064,silent,B-silent-hill,822,B-game
9065,hill,I-silent-hill,822,I-game
9071,god,B-god-of-war,823,B-game
9072,of,I-god-of-war,823,I-game
9073,war,I-god-of-war,823,I-game
9093,world,B-warcraft,824,B-game
9094,of,I-warcraft,824,I-game
9095,warcraft,I-warcraft,824,I-game
9108,alien,B-alien,825,B-game
9115,toy,B-disney,825,B-game
9116,story,I-disney,825,I-game
9117,final,B-final-fantasy,826,B-game
9118,fantasy,I-final-fantasy,826,I-game
9132,the,B-the-last-of-us,827,B-game
9133,last,I-the-last-of-us,827,I-game
9134,of,I-the-last-of-us,827,I-game
9135,us,I-the-last-of-us,827,I-game
9147,crash,B-crash-bandicoot,828,B-game
9148,bandicoot,I-crash-bandicoot,828,I-game
9158,marvel,B-marvel,829,B-game
9159,snap,I-marvel,829,I-game
9168,star,B-star-wars,830,B-game
9169,wars,I-star-wars,830,I-game
9181,silent,B-silent-hill,831,B-game
9182,hill,I-silent-hill,831,I-game
9183,2,I-silent-hill,831,I-game
9188,god,B-god-of-war,832,B-game
9189,of,I-god-of-war,832,I-game
9190,war,I-god-of-war,832,I-game
9215,up,B-disney,833,B-game
9222,tmnt,B-teenage-mutant-ninja-turtles,834,B-game
9236,tmnt,B-teenage-mutant-ninja-turtles,834,B-game
9239,teenage,B-teenage-mutant-ninja-turtles,835,B-game
9240,mutant,I-teenage-mutant-ninja-turtles,835,I-game
9241,ninja,I-teenage-mutant-ninja-turtles,835,I-game
9242,turtles,I-teenage-mutant-ninja-turtles,835,I-game
9243,:,I-teenage-mutant-ninja-turtles,835,I-game
9244,the,I-teenage-mutant-ninja-turtles,835,I-game
9245,cowabunga,I-teenage-mutant-ninja-turtles,835,I-game
9246,collection,I-teenage-mutant-ninja-turtles,835,I-game
9252,assassin,B-assassins-creed,836,B-game
9253,'s,I-assassins-creed,836,I-game
9254,creed,I-assassins-creed,836,I-game
